sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.324583	0.100321	9.28211e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.180413	0.0997994	2.14485e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.11416	0.0999937	-1.02992e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.331575	0.100643	-2.30603e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.134042	0.100049	-5.27795e-09
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.416418	0.10024	-8.99936e-10
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.136898	0.0997715	-8.06852e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.03344	0.0998989	-5.91896e-10
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.0136811	0.0998558	-1.46318e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.00228612	0.099749	4.04663e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0461369	0.0999945	8.13002e-09
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.205368	0.100058	1.62973e-10
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.110281	0.0999674	-2.15502e-08
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-3.66632	0.105822	-1.05049e-07
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-3.48651	1.43289	-6.79654e-05
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.114641	0.100086	-5.8532e-09
2	1	33	0	0.0	1.0	0.0
