sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.0487173	0.100876	-5.02959e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.348135	0.100128	-2.42794e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.276848	0.099984	-1.35448e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.28048	0.100458	-2.46193e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.01971	0.100062	-1.20374e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.477907	0.100181	1.64502e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.0745509	0.0998021	-1.15605e-08
0	15	15	0	0.0	1.0	0.0
1	0	16	0	-0.246391	0.1001	-2.43369e-09
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.00723877	0.100153	-1.41982e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.22539	0.0993139	5.56633e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0583305	0.100144	-1.50917e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.191835	0.0999916	5.32258e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	86.3758	0.0659323	2.86102e-06
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-5.01774	0.10638	-1.39313e-07
1	13	29	0	0.0	1.0	0.0
1	14	30	0	0.438353	0.0996591	6.37625e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.144983	0.100088	-1.01721e-08
2	1	33	0	0.0	1.0	0.0
