sid	ch	det	crystal	a0	a1	a2
0	0	0	0	nan	nan	nan
0	1	1	0	0	1	0
0	2	2	0	nan	nan	nan
0	3	3	0	0	1	0
0	4	4	0	0	0	0
0	5	5	0	0	1	0
0	6	6	0	nan	nan	nan
0	7	7	0	0	1	0
0	8	8	0	nan	nan	nan
0	9	9	0	0	1	0
0	10	10	0	nan	nan	nan
0	11	11	0	0	1	0
0	12	12	0	nan	nan	nan
0	13	13	0	0	1	0
0	14	14	0	nan	nan	nan
0	15	15	0	0	1	0
1	0	16	0	nan	nan	nan
1	1	17	0	0	1	0
1	2	18	0	nan	nan	nan
1	3	19	0	0	1	0
1	4	20	0	nan	nan	nan
1	5	21	0	0	1	0
1	6	22	0	nan	nan	nan
1	7	23	0	0	1	0
1	8	24	0	nan	nan	nan
1	9	25	0	0	1	0
1	10	26	0	nan	nan	nan
1	11	27	0	0	1	0
1	12	28	0	nan	nan	nan
1	13	29	0	0	1	0
1	14	30	0	nan	nan	nan
1	15	31	0	0	1	0
2	0	32	0	nan	nan	nan
2	1	33	0	0	1	0
