sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.138971	0.100401	2.58464e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.173766	0.0998265	-5.95492e-11
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.0794437	0.0999783	-8.56455e-09
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.225648	0.100604	-1.97316e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.118462	0.100043	-7.3918e-09
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.264373	0.10028	-4.22128e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.116236	0.099766	-7.85356e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.03344	0.0998989	-5.91896e-10
1	1	17	0	0.0	1.0	0.0
1	2	18	0	0.0427066	0.100151	-1.31535e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.908366	0.0990514	8.00573e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.418718	0.100002	-2.1146e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.205148	0.100014	3.65157e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.182185	0.100217	-1.40263e-08
1	11	27	0	0.0	1.0	0.0
1 12 -1.44327 0.105131 -3.19282e-08 0.105532 -8.019e-08
1	13	29	0	0.0	1.0	0.0
1 14 -0.175259 0.10006 1.97696e-08 1.43289 -6.79654e-05
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.168178	0.100066	-4.98068e-09
2	1	33	0	0.0	1.0	0.0
