sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.191479	0.100409	7.24167e-10
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.202624	0.099836	-3.03418e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.231836	0.100003	-1.32357e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.22489	0.100595	-2.08013e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.0489597	0.100103	-1.1367e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.334818	0.100272	-2.86235e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.0480746	0.099819	-1.17474e-08
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.03344	0.0998989	-5.91896e-10
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.107848	0.100207	-1.75352e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.0975465	0.099607	3.28341e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.311441	0.099968	-1.99553e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.231645	0.100023	3.96036e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.257874	0.100195	-1.10933e-08
1	11	27	0	0.0	1.0	0.0
1 12 -1.44327 0.105131 -3.19282e-08 0.0278056 0.0
1	13	29	0	0.0	1.0	0.0
1 14 -0.288594 0.0997405 2.1318e-08 0.0996415 3.54038e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.144123	0.100102	-9.61285e-09
2	1	33	0	0.0	1.0	0.0
