sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.0896589	0.100437	-6.75721e-10
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.116896	0.0998518	-2.36797e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.116976	0.0999251	-5.55368e-09
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.158156	0.100559	-1.53979e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.0968547	0.100045	-9.13006e-09
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.491579	0.100187	2.84456e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.188683	0.0997591	-7.35522e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	-0.0127508	0.0998255	2.52808e-09
1	1	17	0	0.0	1.0	0.0
1	2	18	0	0.0270003	0.100146	-1.41073e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.287258	0.0994257	4.5994e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.392046	0.100309	-2.1334e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.141293	0.1	6.0606e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.328908	0.100125	-7.20217e-09
1	11	27	0	0.0	1.0	0.0
1 12 -1.44327 0.105131 -3.19282e-08 0.105893 -1.01204e-07
1	13	29	0	0.0	1.0	0.0
1 14 -0.0520825 0.0998774 6.13204e-09 0.0996041 2.96409e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.177403	0.100046	-4.76393e-09
2	1	33	0	0.0	1.0	0.0
