sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.217235	0.100712	7.32785e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.332064	0.100051	-3.38581e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.146883	0.0999372	-9.27521e-09
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.225164	0.100376	-2.70514e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.097535	0.100019	-8.83441e-09
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.278257	0.100221	-5.03319e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.0617746	0.0997917	-1.03005e-08
0	15	15	0	0.0	1.0	0.0
1	0	16	0	-0.119996	0.0998808	2.85406e-09
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.33645	0.100537	-6.00083e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.121916	0.0993845	4.30422e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0583305	0.100144	-1.50917e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.16392	0.100012	3.78099e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.213111	0.100188	-9.78211e-09
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-3.23406	0.105811	-9.22519e-08
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-0.478142	0.100046	2.68225e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.127151	0.100059	-6.68613e-09
2	1	33	0	0.0	1.0	0.0
