sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.120412	0.100189	7.67639e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.0302217	0.100114	-2.5548e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.0575245	0.0999293	-6.45655e-09
0	7	7	0	0.0	1.0	0.0
0	8	8	0	0.200591	0.0999247	-3.09013e-09
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.137123	0.100163	-5.94974e-09
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.369918	0.0999465	4.23711e-10
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.0900791	0.0997652	-5.77469e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.0570064	0.099351	7.6196e-09
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.0702286	0.100138	-1.26408e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	0.846008	0.0991278	7.75877e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0882822	0.100054	-4.70636e-09
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.256283	0.0999799	4.81991e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.375491	0.100091	-5.50416e-09
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-2.55418	0.105418	-4.63986e-08
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-2.04749	0.100514	-1.53584e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.156295	0.100031	-2.47024e-09
2	1	33	0	0.0	1.0	0.0
